TREE0_LABEL	TREE0_HEAD	TREE0_HEADPOS	TREE0_LEFTCHILD	TREE0_RIGHTCHILD	TREE1_LABEL	TREE1_HEAD	TREE1_HEADPOS	TREE1_LEFTCHILD	TREE1_RIGHTCHILD	TREE2_LABEL	TREE2_HEAD	TREE2_HEADPOS	TREE3_LABEL	TREE3_HEAD	ANTECEDENT_CARRIED	WORD_NEXT0_LEX	WORD_NEXT0_POS	ACTION	ACTION_RESULT_LABEL	ACTION_PREV	FREQ	ACTIVATION
VP	slip	VB	VBN	S	VBD	have	 			NP	owl	NN	WHNP	 	NO	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	slip	VB	VP		VBD	have	 			NP	owl	NN	WHNP	 	NO	.	.	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	slip	VB	VBD	VP	NP	owl	NN	DT	NN	WHNP	 	 	NP	bird	NO	.	.	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	slip	VB	VP		NP	owl	NN	DT	NN	WHNP	 	 	NP	bird	NO	.	.	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	slip	VB	NP	VP	WHNP	 	 	-NONE-		NP	bird	NN	IN	for	NO	.	.	reduce_unary	SBAR_BAR	reduce_binary	1	-9.294198074178478
SBAR_BAR	 	 	S		WHNP	 	 	-NONE-		NP	bird	NN	IN	for	NO	.	.	reduce_binary	SBAR	reduce_unary	1	-9.294198074178478
SBAR	 	 	WHNP	S	NP	bird	NN	DT	JJ	IN	for	 	VB	swallow	NO	.	.	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	bird	NN	SBAR		NP	bird	NN	DT	JJ	IN	for	 	VB	swallow	NO	.	.	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	bird	NN	NP	SBAR	IN	for	 			VB	swallow	 	TO	to	NO	.	.	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	for	IN	NP		IN	for	 			VB	swallow	 	TO	to	NO	.	.	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	for	IN	IN	NP	VB	swallow	 			TO	to	 	NP	*	NO	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	swallow	VB	PP		VB	swallow	 			TO	to	 	NP	*	NO	.	.	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	swallow	VB	VB	PP	TO	to	 			NP	*	-NONE-	NN	pill	NO	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	swallow	VB	VP		TO	to	 			NP	*	-NONE-	NN	pill	NO	.	.	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	swallow	VB	TO	VP	NP	*	-NONE-	-NONE-		NN	pill	 	JJ	bitter	NO	.	.	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	swallow	VB	VP		NP	*	-NONE-	-NONE-		NN	pill	 	JJ	bitter	NO	.	.	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	swallow	VB	NP	VP	NN	pill	 			JJ	bitter	 	DT	a	NO	.	.	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	pill	NN	S		NN	pill	 			JJ	bitter	 	DT	a	NO	.	.	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	pill	NN	NN	S	JJ	bitter	 			DT	a	 	VBD	be	NO	.	.	reduce_binary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	pill	NN	JJ	NN	DT	a	 			VBD	be	 	NP	rejection	NO	.	.	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	pill	NN	DT	JJ	VBD	be	 			NP	rejection	NN	NOPOS	noword	NO	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	be	VBD	NP		VBD	be	 			NP	rejection	NN	NOPOS	noword	NO	.	.	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	be	VBD	VBD	NP	NP	rejection	NN	NP	PP	NOPOS	noword	 		 	NO	.	.	shift	''	reduce_binary	1	-9.294198074178478
.	.	 			VP	be	VBD	VBD	NP	NP	rejection	NN	NOPOS	noword	NO	.	.	reduce_unary	S_BAR	shift	1	-9.294198074178478
S_BAR	be	VBD	.		VP	be	VBD	VBD	NP	NP	rejection	NN	NOPOS	noword	NO	.	.	reduce_binary	S_BAR	reduce_unary	1	-9.294198074178478
S_BAR	be	VBD	VP	.	NP	rejection	NN	NP	PP	NOPOS	noword	 		 	NO	.	.	reduce_binary	S	reduce_binary	1	-9.294198074178478
PRP	he	 			NOPOS	noword	 				 	 		 	NO	hide	VBZ	reduce_unary	NP	shift	1	-9.294198074178478
NP	he	PRP	PRP		NOPOS	noword	 				 	 		 	NO	hide	VBZ	shift	''	reduce_unary	1	-9.294198074178478
VBZ	hide	 			NP	he	PRP	PRP		NOPOS	noword	 		 	NO	in	IN	shift	''	shift	1	-9.294198074178478
IN	in	 			VBZ	hide	 			NP	he	PRP	NOPOS	noword	NO	the	DT	shift	''	shift	1	-9.294198074178478
DT	the	 			IN	in	 			VBZ	hide	 	NP	he	NO	hedge	NNS	shift	''	shift	1	-9.294198074178478
NNS	hedge	 			DT	the	 			IN	in	 	VBZ	hide	NO	,	,	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	hedge	NNS	NNS		DT	the	 			IN	in	 	VBZ	hide	NO	,	,	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	hedge	NNS	DT	NNS	IN	in	 			VBZ	hide	 	NP	he	NO	,	,	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	in	IN	NP		IN	in	 			VBZ	hide	 	NP	he	NO	,	,	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	in	IN	IN	NP	VBZ	hide	 			NP	he	PRP	NOPOS	noword	NO	,	,	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	hide	VBZ	PP		VBZ	hide	 			NP	he	PRP	NOPOS	noword	NO	,	,	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	hide	VBZ	VBZ	PP	NP	he	PRP	PRP		NOPOS	noword	 		 	NO	,	,	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	hide	VBZ	VP		NP	he	PRP	PRP		NOPOS	noword	 		 	NO	,	,	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	hide	VBZ	NP	VP	NOPOS	noword	 				 	 		 	NO	,	,	shift	''	reduce_binary	1	-9.294198074178478
,	,	 			S	hide	VBZ	NP	VP	NOPOS	noword	 		 	NO	and	CC	shift	''	shift	1	-9.294198074178478
CC	and	 			,	,	 			S	hide	VBZ	NOPOS	noword	NO	when	WRB	shift	''	shift	1	-9.294198074178478
WRB	when	 			CC	and	 			,	,	 	S	hide	NO	he	PRP	reduce_unary	WHADVP	shift	1	-9.294198074178478
WHADVP	when	WRB	WRB		CC	and	 			,	,	 	S	hide	YES	he	PRP	shift	''	reduce_unary	1	-9.294198074178478
PRP	he	 			WHADVP	when	WRB	WRB		CC	and	 	,	,	YES	think	VBZ	reduce_unary	NP	shift	1	-9.294198074178478
NP	he	PRP	PRP		WHADVP	when	WRB	WRB		CC	and	 	,	,	YES	think	VBZ	postulate_gap	*	reduce_unary	1	-9.294198074178478
-NONE-	*	 			NP	he	PRP	PRP		WHADVP	when	WRB	CC	and	YES	think	VBZ	reduce_unary	ADVP	postulate_gap	1	-9.294198074178478
ADVP	 	 	-NONE-		NP	he	PRP	PRP		WHADVP	when	WRB	CC	and	YES	think	VBZ	shift	''	reduce_unary	1	-9.294198074178478
VBZ	think	 			ADVP	 	 	-NONE-		NP	he	PRP	WHADVP	when	YES	himself	PRP	shift	''	shift	1	-9.294198074178478
PRP	himself	 			VBZ	think	 			ADVP	 	 	NP	he	YES	quite	RB	reduce_unary	NP	shift	1	-9.294198074178478
NP	himself	PRP	PRP		VBZ	think	 			ADVP	 	 	NP	he	YES	quite	RB	shift	''	reduce_unary	1	-9.294198074178478
RB	quite	 			NP	himself	PRP	PRP		VBZ	think	 	ADVP	 	YES	safe	JJ	shift	''	shift	1	-9.294198074178478
JJ	safe	 			RB	quite	 			NP	himself	PRP	VBZ	think	YES	,	,	reduce_unary	ADJP_BAR	shift	1	-9.294198074178478
ADJP_BAR	safe	JJ	JJ		RB	quite	 			NP	himself	PRP	VBZ	think	YES	,	,	reduce_binary	ADJP	reduce_unary	1	-9.294198074178478
ADJP	safe	JJ	RB	JJ	NP	himself	PRP	PRP		VBZ	think	 	ADVP	 	YES	,	,	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	 	 	ADJP		NP	himself	PRP	PRP		VBZ	think	 	ADVP	 	YES	,	,	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	 	 	NP	ADJP	VBZ	think	 			ADVP	 	 	NP	he	YES	,	,	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	think	VBZ	S		VBZ	think	 			ADVP	 	 	NP	he	YES	,	,	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	think	VBZ	VBZ	S	ADVP	 	 	-NONE-		NP	he	PRP	WHADVP	when	YES	,	,	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	think	VBZ	ADVP	VBZ	NP	he	PRP	PRP		WHADVP	when	WRB	CC	and	YES	,	,	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	think	VBZ	VP		NP	he	PRP	PRP		WHADVP	when	WRB	CC	and	YES	,	,	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	think	VBZ	NP	VP	WHADVP	when	WRB	WRB		CC	and	 	,	,	YES	,	,	reduce_unary	SBAR-TMP_BAR	reduce_binary	1	-9.294198074178478
SBAR-TMP_BAR	when	WRB	S		WHADVP	when	WRB	WRB		CC	and	 	,	,	YES	,	,	reduce_binary	SBAR-TMP	reduce_unary	1	-9.294198074178478
SBAR-TMP	when	WRB	WHADVP	S	CC	and	 			,	,	 	S	hide	YES	,	,	shift	''	reduce_binary	1	-9.294198074178478
,	,	 			SBAR-TMP	when	WRB	WHADVP	S	CC	and	 	,	,	YES	he	PRP	shift	''	shift	1	-9.294198074178478
PRP	he	 			,	,	 			SBAR-TMP	when	WRB	CC	and	YES	sing	VBZ	reduce_unary	NP	shift	1	-9.294198074178478
NP	he	PRP	PRP		,	,	 			SBAR-TMP	when	WRB	CC	and	YES	sing	VBZ	shift	''	reduce_unary	1	-9.294198074178478
VBZ	sing	 			NP	he	PRP	PRP		,	,	 	SBAR-TMP	when	YES	out	RP	shift	''	shift	1	-9.294198074178478
RP	out	 			VBZ	sing	 			NP	he	PRP	,	,	YES	,	,	reduce_unary	PRT	shift	1	-9.294198074178478
PRT	out	RP	RP		VBZ	sing	 			NP	he	PRP	,	,	YES	,	,	reduce_unary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	sing	VBZ	PRT		VBZ	sing	 			NP	he	PRP	,	,	YES	,	,	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	sing	VBZ	VBZ	PRT	NP	he	PRP	PRP		,	,	 	SBAR-TMP	when	YES	,	,	shift	''	reduce_binary	1	-9.294198074178478
,	,	 			VP	sing	VBZ	VBZ	PRT	NP	he	PRP	,	,	YES	``	``	shift	''	shift	1	-9.294198074178478
``	``	 			,	,	 			VP	sing	VBZ	NP	he	YES	i	PRP	shift	''	shift	1	-9.294198074178478
PRP	i	 			``	``	 			,	,	 	VP	sing	YES	be	VBP	reduce_unary	NP	shift	1	-9.294198074178478
NP	i	PRP	PRP		``	``	 			,	,	 	VP	sing	YES	be	VBP	shift	''	reduce_unary	1	-9.294198074178478
VBP	be	 			NP	i	PRP	PRP		``	``	 	,	,	YES	king	NN	shift	''	shift	1	-9.294198074178478
NN	king	 			VBP	be	 			NP	i	PRP	``	``	YES	,	CC	reduce_unary	NP	shift	1	-9.294198074178478
NP	king	NN	NN		VBP	be	 			NP	i	PRP	``	``	YES	,	CC	reduce_unary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	be	VBP	NP		VBP	be	 			NP	i	PRP	``	``	YES	,	CC	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	be	VBP	VBP	NP	NP	i	PRP	PRP		``	``	 	,	,	YES	,	CC	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	be	VBP	VP		NP	i	PRP	PRP		``	``	 	,	,	YES	,	CC	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	be	VBP	NP	VP	``	``	 			,	,	 	VP	sing	YES	,	CC	shift	''	reduce_binary	1	-9.294198074178478
CC	,	 			S	be	VBP	NP	VP	``	``	 	,	,	YES	i	PRP	shift	''	shift	1	-9.294198074178478
PRP	i	 			CC	,	 			S	be	VBP	``	``	YES	be	VBP	reduce_unary	NP	shift	1	-9.294198074178478
NP	i	PRP	PRP		CC	,	 			S	be	VBP	``	``	YES	be	VBP	shift	''	reduce_unary	1	-9.294198074178478
VBP	be	 			NP	i	PRP	PRP		CC	,	 	S	be	YES	king	NN	shift	''	shift	1	-9.294198074178478
NN	king	 			VBP	be	 			NP	i	PRP	CC	,	YES	!	.	reduce_unary	NP	shift	1	-9.294198074178478
NP	king	NN	NN		VBP	be	 			NP	i	PRP	CC	,	YES	!	.	reduce_unary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	be	VBP	NP		VBP	be	 			NP	i	PRP	CC	,	YES	!	.	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	be	VBP	VBP	NP	NP	i	PRP	PRP		CC	,	 	S	be	YES	!	.	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	be	VBP	VP		NP	i	PRP	PRP		CC	,	 	S	be	YES	!	.	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	be	VBP	NP	VP	CC	,	 			S	be	VBP	``	``	YES	!	.	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	be	VBP	S		CC	,	 			S	be	VBP	``	``	YES	!	.	reduce_binary	S_BAR	reduce_unary	1	-9.294198074178478
S_BAR	be	VBP	CC	S	S	be	VBP	NP	VP	``	``	 	,	,	YES	!	.	reduce_binary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	be	VBP	S	CC	``	``	 			,	,	 	VP	sing	YES	!	.	reduce_binary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	be	VBP	``	S	,	,	 			VP	sing	VBZ	NP	he	YES	!	.	reduce_binary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	be	VBP	,	``	VP	sing	VBZ	VBZ	PRT	NP	he	PRP	,	,	YES	!	.	reduce_binary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	be	VBP	VP	,	NP	he	PRP	PRP		,	,	 	SBAR-TMP	when	YES	!	.	reduce_binary	S	reduce_binary	1	-9.294198074178478
S	be	VBP	NP	VP	,	,	 			SBAR-TMP	when	WRB	CC	and	YES	!	.	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	be	VBP	S		,	,	 			SBAR-TMP	when	WRB	CC	and	YES	!	.	reduce_binary	S_BAR	reduce_unary	1	-9.294198074178478
S_BAR	be	VBP	,	S	SBAR-TMP	when	WRB	WHADVP	S	CC	and	 	,	,	YES	!	.	reduce_binary	S	reduce_binary	1	-9.294198074178478
S	be	VBP	SBAR-TMP	,	CC	and	 			,	,	 	S	hide	YES	!	.	shift	''	reduce_binary	1	-9.294198074178478
.	!	 			S	be	VBP	SBAR-TMP	,	CC	and	 	,	,	YES	translated_apostranslated_apos	''	shift	''	shift	1	-9.294198074178478
''	''	 			.	!	 			S	be	VBP	CC	and	YES	translated_apostranslated_apos	''	reduce_unary	S_BAR	shift	1	-9.294198074178478
S_BAR	be	VBP	''		.	!	 			S	be	VBP	CC	and	YES	translated_apostranslated_apos	''	reduce_binary	S_BAR	reduce_unary	1	-9.294198074178478
S_BAR	be	VBP	.	''	S	be	VBP	SBAR-TMP	,	CC	and	 	,	,	YES	translated_apostranslated_apos	''	reduce_binary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	be	VBP	S	.	CC	and	 			,	,	 	S	hide	YES	translated_apostranslated_apos	''	reduce_binary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	be	VBP	CC	S	,	,	 			S	hide	VBZ	NOPOS	noword	YES	translated_apostranslated_apos	''	reduce_binary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	be	VBP	,	CC	S	hide	VBZ	NP	VP	NOPOS	noword	 		 	YES	translated_apostranslated_apos	''	reduce_binary	S	reduce_binary	1	-9.294198074178478
S	be	VBP	S	,	NOPOS	noword	 				 	 		 	YES	translated_apostranslated_apos	''	reduce_unary	ROOT	reduce_binary	1	-9.294198074178478
DT	the	 			CC	and	 			NOPOS	noword	 		 	NO	other	JJ	shift	''	shift	1	-9.294198074178478
JJ	other	 			DT	the	 			CC	and	 	NOPOS	noword	NO	bird	NNS	shift	''	shift	1	-9.294198074178478
NNS	bird	 			JJ	other	 			DT	the	 	CC	and	NO	in	IN	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	bird	NNS	NNS		JJ	other	 			DT	the	 	CC	and	NO	in	IN	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	bird	NNS	JJ	NNS	DT	the	 			CC	and	 	NOPOS	noword	NO	in	IN	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	bird	NNS	DT	JJ	CC	and	 			NOPOS	noword	 		 	NO	in	IN	shift	''	reduce_binary	1	-9.294198074178478
IN	in	 			NP	bird	NNS	DT	JJ	CC	and	 	NOPOS	noword	NO	mockery	NN	shift	''	shift	1	-9.294198074178478
NN	mockery	 			IN	in	 			NP	bird	NNS	CC	and	NO	call	VBP	reduce_unary	NP	shift	1	-9.294198074178478
NP	mockery	NN	NN		IN	in	 			NP	bird	NNS	CC	and	NO	call	VBP	reduce_unary	PP_BAR	reduce_unary	1	-9.294198074178478
PP_BAR	in	IN	NP		IN	in	 			NP	bird	NNS	CC	and	NO	call	VBP	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	in	IN	IN	NP	NP	bird	NNS	DT	JJ	CC	and	 	NOPOS	noword	NO	call	VBP	shift	''	reduce_binary	1	-9.294198074178478
VBP	call	 			PP	in	IN	IN	NP	NP	bird	NNS	CC	and	NO	out	RP	shift	''	shift	1	-9.294198074178478
RP	out	 			VBP	call	 			PP	in	IN	NP	bird	NO	,	,	reduce_unary	PRT	shift	1	-9.294198074178478
PRT	out	RP	RP		VBP	call	 			PP	in	IN	NP	bird	NO	,	,	shift	''	reduce_unary	1	-9.294198074178478
,	,	 			PRT	out	RP	RP		VBP	call	 	PP	in	NO	``	``	shift	''	shift	1	-9.294198074178478
``	``	 			,	,	 			PRT	out	RP	VBP	call	NO	yes	UH	shift	''	shift	1	-9.294198074178478
UH	yes	 			``	``	 			,	,	 	PRT	out	NO	,	,	reduce_unary	INTJ_BAR	shift	1	-9.294198074178478
INTJ_BAR	 	 	UH		``	``	 			,	,	 	PRT	out	NO	,	,	reduce_binary	INTJ	reduce_unary	1	-9.294198074178478
INTJ	 	 	``	UH	,	,	 			PRT	out	RP	VBP	call	NO	,	,	shift	''	reduce_binary	1	-9.294198074178478
,	,	 			INTJ	 	 	``	UH	,	,	 	PRT	out	NO	yes	UH	shift	''	shift	1	-9.294198074178478
UH	yes	 			,	,	 			INTJ	 	 	,	,	NO	,	,	reduce_unary	INTJ	shift	1	-9.294198074178478
INTJ	 	 	UH		,	,	 			INTJ	 	 	,	,	NO	,	,	reduce_unary	INTJ_BAR	reduce_unary	1	-9.294198074178478
INTJ_BAR	 	 	INTJ		,	,	 			INTJ	 	 	,	,	NO	,	,	reduce_binary	INTJ_BAR	reduce_unary	1	-9.294198074178478
INTJ_BAR	 	 	,	INTJ	INTJ	 	 	``	UH	,	,	 	PRT	out	NO	,	,	reduce_binary	INTJ	reduce_binary	1	-9.294198074178478
INTJ	 	 	INTJ	,	,	,	 			PRT	out	RP	VBP	call	NO	,	,	shift	''	reduce_binary	1	-9.294198074178478
,	,	 			INTJ	 	 	INTJ	,	,	,	 	PRT	out	NO	the	DT	shift	''	shift	1	-9.294198074178478
DT	the	 			,	,	 			INTJ	 	 	,	,	NO	hedge-king	NN	shift	''	shift	1	-9.294198074178478
NN	hedge-king	 			DT	the	 			,	,	 	INTJ	 	NO	,	,	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	hedge-king	NN	NN		DT	the	 			,	,	 	INTJ	 	NO	,	,	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	hedge-king	NN	DT	NN	,	,	 			INTJ	 	 	,	,	NO	,	,	shift	''	reduce_binary	1	-9.294198074178478
,	,	 			NP	hedge-king	NN	DT	NN	,	,	 	INTJ	 	NO	the	DT	shift	''	shift	1	-9.294198074178478
DT	the	 			,	,	 			NP	hedge-king	NN	,	,	NO	hedge-king	NN	shift	''	shift	1	-9.294198074178478
NN	hedge-king	 			DT	the	 			,	,	 	NP	hedge-king	NO	!	.	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	hedge-king	NN	NN		DT	the	 			,	,	 	NP	hedge-king	NO	!	.	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	hedge-king	NN	DT	NN	,	,	 			NP	hedge-king	NN	,	,	NO	!	.	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	hedge-king	NN	NP		,	,	 			NP	hedge-king	NN	,	,	NO	!	.	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	hedge-king	NN	,	NP	NP	hedge-king	NN	DT	NN	,	,	 	INTJ	 	NO	!	.	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	hedge-king	NN	NP	,	,	,	 			INTJ	 	 	,	,	NO	!	.	reduce_unary	FRAG_BAR	reduce_binary	1	-9.294198074178478
FRAG_BAR	 	 	NP		,	,	 			INTJ	 	 	,	,	NO	!	.	reduce_binary	FRAG_BAR	reduce_unary	1	-9.294198074178478
FRAG_BAR	 	 	,	NP	INTJ	 	 	INTJ	,	,	,	 	PRT	out	NO	!	.	reduce_binary	FRAG_BAR	reduce_binary	1	-9.294198074178478
FRAG_BAR	 	 	INTJ	,	,	,	 			PRT	out	RP	VBP	call	NO	!	.	reduce_binary	FRAG	reduce_binary	1	-9.294198074178478
FRAG	 	 	,	INTJ	PRT	out	RP	RP		VBP	call	 	PP	in	NO	!	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	call	VBP	FRAG		PRT	out	RP	RP		VBP	call	 	PP	in	NO	!	.	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	call	VBP	PRT	FRAG	VBP	call	 			PP	in	IN	NP	bird	NO	!	.	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	call	VBP	VBP	PRT	PP	in	IN	IN	NP	NP	bird	NNS	CC	and	NO	!	.	shift	''	reduce_binary	1	-9.294198074178478
.	!	 			VP	call	VBP	VBP	PRT	PP	in	IN	NP	bird	NO	translated_apostranslated_apos	''	shift	''	shift	1	-9.294198074178478
''	''	 			.	!	 			VP	call	VBP	PP	in	NO	translated_apostranslated_apos	''	reduce_unary	S_BAR	shift	1	-9.294198074178478
S_BAR	call	VBP	''		.	!	 			VP	call	VBP	PP	in	NO	translated_apostranslated_apos	''	reduce_binary	S_BAR	reduce_unary	1	-9.294198074178478
S_BAR	call	VBP	.	''	VP	call	VBP	VBP	PRT	PP	in	IN	NP	bird	NO	translated_apostranslated_apos	''	reduce_binary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	call	VBP	VP	.	PP	in	IN	IN	NP	NP	bird	NNS	CC	and	NO	translated_apostranslated_apos	''	reduce_binary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	call	VBP	PP	VP	NP	bird	NNS	DT	JJ	CC	and	 	NOPOS	noword	NO	translated_apostranslated_apos	''	reduce_binary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	call	VBP	NP	PP	CC	and	 			NOPOS	noword	 		 	NO	translated_apostranslated_apos	''	reduce_binary	S	reduce_binary	1	-9.294198074178478
S	call	VBP	CC	NP	NOPOS	noword	 				 	 		 	NO	translated_apostranslated_apos	''	reduce_unary	ROOT	reduce_binary	1	-9.294198074178478
NOPOS	noword	 				 	 				 	 		 	NO	at	IN	shift	''		7	-8.321242999650822
IN	at	 			NOPOS	noword	 				 	 		 	NO	ten	CD	shift	''	shift	1	-9.294198074178478
CD	ten	 			IN	at	 			NOPOS	noword	 		 	NO	year	NNS	shift	''	shift	1	-9.294198074178478
NNS	year	 			CD	ten	 			IN	at	 	NOPOS	noword	NO	old	JJ	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	year	NNS	NNS		CD	ten	 			IN	at	 	NOPOS	noword	NO	old	JJ	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	year	NNS	CD	NNS	IN	at	 			NOPOS	noword	 		 	NO	old	JJ	shift	''	reduce_binary	1	-9.294198074178478
JJ	old	 			NP	year	NNS	CD	NNS	IN	at	 	NOPOS	noword	NO	,	,	reduce_unary	ADJP_BAR	shift	1	-9.294198074178478
ADJP_BAR	old	JJ	JJ		NP	year	NNS	CD	NNS	IN	at	 	NOPOS	noword	NO	,	,	reduce_binary	ADJP	reduce_unary	1	-9.294198074178478
ADJP	old	JJ	NP	JJ	IN	at	 			NOPOS	noword	 		 	NO	,	,	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	at	IN	ADJP		IN	at	 			NOPOS	noword	 		 	NO	,	,	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	at	IN	IN	ADJP	NOPOS	noword	 				 	 		 	NO	,	,	shift	''	reduce_binary	1	-9.294198074178478
,	,	 			PP	at	IN	IN	ADJP	NOPOS	noword	 		 	NO	i	PRP	shift	''	shift	1	-9.294198074178478
PRP	i	 			,	,	 			PP	at	IN	NOPOS	noword	NO	could	MD	reduce_unary	NP	shift	1	-9.294198074178478
NP	i	PRP	PRP		,	,	 			PP	at	IN	NOPOS	noword	NO	could	MD	shift	''	reduce_unary	1	-9.294198074178478
MD	could	 			NP	i	PRP	PRP		,	,	 	PP	at	NO	not	RB	shift	''	shift	1	-9.294198074178478
RB	not	 			MD	could	 			NP	i	PRP	,	,	NO	figure	VB	shift	''	shift	1	-9.294198074178478
VB	figure	 			RB	not	 			MD	could	 	NP	i	NO	out	RP	shift	''	shift	1	-9.294198074178478
RP	out	 			VB	figure	 			RB	not	 	MD	could	NO	what	WP	reduce_unary	PRT	shift	1	-9.294198074178478
PRT	out	RP	RP		VB	figure	 			RB	not	 	MD	could	NO	what	WP	shift	''	reduce_unary	1	-9.294198074178478
WP	what	 			PRT	out	RP	RP		VB	figure	 	RB	not	NO	it	PRP	reduce_unary	WHNP	shift	1	-9.294198074178478
WHNP	what	WP	WP		PRT	out	RP	RP		VB	figure	 	RB	not	YES	it	PRP	shift	''	reduce_unary	1	-9.294198074178478
PRP	it	 			WHNP	what	WP	WP		PRT	out	RP	VB	figure	YES	be	VBD	reduce_unary	NP	shift	1	-9.294198074178478
NP	it	PRP	PRP		WHNP	what	WP	WP		PRT	out	RP	VB	figure	YES	be	VBD	shift	''	reduce_unary	1	-9.294198074178478
VBD	be	 			NP	it	PRP	PRP		WHNP	what	WP	PRT	out	YES	that	WDT	postulate_gap	*t*	shift	1	-9.294198074178478
-NONE-	*t*	 			VBD	be	 			NP	it	PRP	WHNP	what	NO	that	WDT	reduce_unary	NP	postulate_gap	2	-8.947624483898506
